0,67	0,00703	0,00857	-0,66	-0,55934
0,68	0,00585	0,0076	-0,67	-0,5642
0,69	0,0046	0,00655	-0,68	-0,56895
0,7	0,0033	0,00543	-0,69	-0,57358
0,71	0,00196	0,00427	-0,7	-0,57811
0,72	5,9E-4	0,00306	-0,71	-0,58251
0,73	-7,85E-4	0,00182	-0,72	-0,5868
0,74	-0,00215	5,7E-4	-0,73	-0,59096
0,75	-0,00349	-6,875E-4	-0,74	-0,59499
0,76	-0,00478	-0,00194	-0,75	-0,59889
0,77	-0,00602	-0,00316	-0,76	-0,60266
0,78	-0,00719	-0,00435	-0,77	-0,6063
0,79	-0,00827	-0,00549	-0,78	-0,6098
0,8	-0,00924	-0,00658	-0,79	-0,61316
0,81	-0,01011	-0,0076	-0,8	-0,61637
0,82	-0,01086	-0,00855	-0,81	-0,61944
0,83	-0,01147	-0,00941	-0,82	-0,62236
0,84	-0,01195	-0,01017	-0,83	-0,62513
0,85	-0,01228	-0,01083	-0,84	-0,62775
0,86	-0,01246	-0,0114	-0,85	-0,63022
0,87	-0,01249	-0,01184	-0,86	-0,63252
0,88	-0,01238	-0,01218	-0,87	-0,63467
0,89	-0,01211	-0,01239	-0,88	-0,63666
0,9	-0,01169	-0,01249	-0,89	-0,63849
0,91	-0,01114	-0,01248	-0,9	-0,64016
0,92	-0,01045	-0,01234	-0,91	-0,64166
0,93	-0,00963	-0,01209	-0,92	-0,64299
0,94	-0,0087	-0,01173	-0,93	-0,64416
0,95	-0,00766	-0,01127	-0,94	-0,64516
0,96	-0,00653	-0,0107	-0,95	-0,64599
0,97	-0,00532	-0,01004	-0,96	-0,64665
0,98	-0,00405	-0,00928	-0,97	-0,64713
0,99	-0,00273	-0,00845	-0,98	-0,64745
1	-0,00137	-0,00754	-0,99	-0,64759
1,01	-5,35783E-18	-0,00657	-1	-0,64756
1,02	9,8E-4	-0,00554	-0,99	-0,64735
1,03	0,00196	-0,00447	-0,98	-0,64698
1,04	0,00292	-0,00336	-0,97	-0,64642
1,05	0,00386	-0,00223	-0,96	-0,6457
1,06	0,00478	-0,00108	-0,95	-0,64479
1,07	0,00568	7,3E-5	-0,94	-0,64372
1,08	0,00653	0,00123	-0,93	-0,64247
1,09	0,00735	0,00236	-0,92	-0,64105
1,1	0,00812	0,00348	-0,91	-0,63945
1,11	0,00884	0,00456	-0,9	-0,63768
1,12	0,0095	0,0056	-0,89	-0,63574
1,13	0,01011	0,00659	-0,88	-0,63363
1,14	0,01066	0,00753	-0,87	-0,63135
1,15	0,01114	0,0084	-0,86	-0,6289
1,16	0,01155	0,0092	-0,85	-0,62628
1,17	0,01189	0,00992	-0,84	-0,62349
1,18	0,01215	0,01056	-0,83	-0,62053
1,19	0,01235	0,01112	-0,82	-0,61742
1,2	0,01246	0,01158	-0,81	-0,61413
1,21	0,0125	0,01195	-0,8	-0,61069
1,22	0,01246	0,01223	-0,79	-0,60708
1,23	0,01235	0,01241	-0,78	-0,60332
1,24	0,01215	0,01249	-0,77	-0,5994
1,25	0,01189	0,01248	-0,76	-0,59532
1,26	0,01155	0,01237	-0,75	-0,59109
1,27	0,01114	0,01217	-0,74	-0,5867
1,28	0,01066	0,01188	-0,73	-0,58217
1,29	0,01011	0,01149	-0,72	-0,57748
1,3	0,0095	0,01102	-0,71	-0,57266
1,31	0,00884	0,01047	-0,7	-0,56768
1,32	0,00812	0,00984	-0,69	-0,56257
1,33	0,00735	0,00915	-0,68	-0,55731
1,34	0,00653	0,00839	-0,67	-0,55192
1,35	0,00568	0,00756	-0,66	-0,54639
1,36	0,00478	0,00669	-0,65	-0,54073
1,37	0,00386	0,00576	-0,64	-0,53493
1,38	0,00292	0,0048	-0,63	-0,52901
1,39	0,00196	0,00381	-0,62	-0,52297
1,4	9,8E-4	0,00279	-0,61	-0,51679
1,41	-1,17961E-17	0,00175	-0,6	-0,5105
1,42	-9,8E-4	7,05E-4	-0,59	-0,50409
1,43	-0,00196	-3,45E-4	-0,58	-0,49756
1,44	-0,00292	-0,00139	-0,57	-0,49092
1,45	-0,00386	-0,00242	-0,56	-0,48416
1,46	-0,00478	-0,00344	-0,55	-0,4773
1,47	-0,00568	-0,00443	-0,54	-0,47033
1,48	-0,00653	-0,00538	-0,53	-0,46325
1,49	-0,00735	-0,0063	-0,52	-0,45608
1,5	-0,00812	-0,00717	-0,51	-0,4488
1,51	-0,00884	-0,00799	-0,5	-0,44143
1,52	-0,0095	-0,00876	-0,49	-0,43396
1,53	-0,01011	-0,00946	-0,48	-0,4264
1,54	-0,01066	-0,0101	-0,47	-0,41876
1,55	-0,01114	-0,01067	-0,46	-0,41102
1,56	-0,01155	-0,01117	-0,45	-0,4032
1,57	-0,01189	-0,01159	-0,44	-0,3953
1,58	-0,01215	-0,01193	-0,43	-0,38732
1,59	-0,01235	-0,01219	-0,42	-0,37926
1,6	-0,01246	-0,01238	-0,41	-0,37112
1,61	-0,0125	-0,01248	-0,4	-0,36292
1,62	-0,01246	-0,0125	-0,39	-0,35464
1,63	-0,01235	-0,01243	-0,38	-0,34629
1,64	-0,01215	-0,01229	-0,37	-0,33788
1,65	-0,01189	-0,01206	-0,36	-0,32941
1,66	-0,01155	-0,01176	-0,35	-0,32087
1,67	-0,01114	-0,01138	-0,34	-0,31227
1,68	-0,01066	-0,01092	-0,33	-0,30362
1,69	-0,01011	-0,0104	-0,32	-0,29491
1,7	-0,0095	-0,0098	-0,31	-0,28615
1,71	-0,00884	-0,00915	-0,3	-0,27734
1,72	-0,00812	-0,00843	-0,29	-0,26848
1,73	-0,00735	-0,00767	-0,28	-0,25957
1,74	-0,00653	-0,00685	-0,27	-0,25061
1,75	-0,00568	-0,006	-0,26	-0,24162
1,76	-0,00478	-0,0051	-0,25	-0,23258
1,77	-0,00386	-0,00417	-0,24	-0,2235
1,78	-0,00292	-0,00322	-0,23	-0,21438
1,79	-0,00196	-0,00224	-0,22	-0,20523
1,8	-9,8E-4	-0,00125	-0,21	-0,19605
1,81	-9,02057E-18	-2,575E-4	-0,2	-0,18683
1,82	9,8E-4	7,375E-4	-0,19	-0,17758
1,83	0,00196	0,00173	-0,18	-0,1683
1,84	0,00292	0,00271	-0,17	-0,159
1,85	0,00386	0,00367	-0,16	-0,14967
1,86	0,00478	0,00461	-0,15	-0,14032
1,87	0,00568	0,00551	-0,14	-0,13094
1,88	0,00653	0,00639	-0,13	-0,12155
1,89	0,00735	0,00722	-0,12	-0,11213
1,9	0,00812	0,00801	-0,11	-0,1027
1,91	0,00884	0,00874	-0,1	-0,09325
1,92	0,0095	0,00942	-0,09	-0,08379
1,93	0,01011	0,01005	-0,08	-0,07431
1,94	0,01066	0,01061	-0,07	-0,06482
1,95	0,01114	0,0111	-0,06	-0,05532
1,96	0,01155	0,01152	-0,05	-0,04582
1,97	0,01189	0,01187	-0,04	-0,0363
1,98	0,01215	0,01214	-0,03	-0,02678
1,99	0,01235	0,01234	-0,02	-0,01726
2	0,01246	0,01246	-0,01	-0,00773
2,01	0,0125	0,0125	0	0,0018
2,02	0,01246	0,01246	0,01	0,01132
2,03	0,01235	0,01235	0,02	0,02085
2,04	0,01215	0,01216	0,03	0,03038
2,05	0,01189	0,01189	0,04	0,0399
2,06	0,01155	0,01155	0,05	0,04941
2,07	0,01114	0,01113	0,06	0,05892
2,08	0,01066	0,01064	0,07	0,06841
2,09	0,01011	0,01009	0,08	0,0779
2,1	0,0095	0,00947	0,09	0,08738
2,11	0,00884	0,0088	0,1	0,09684
2,12	0,00812	0,00806	0,11	0,10629
2,13	0,00735	0,00728	0,12	0,11572
2,14	0,00653	0,00645	0,13	0,12514
2,15	0,00568	0,00558	0,14	0,13454
2,16	0,00478	0,00467	0,15	0,14391
2,17	0,00386	0,00374	0,16	0,15327
2,18	0,00292	0,00278	0,17	0,16259
2,19	0,00196	0,0018	0,18	0,1719
2,2	9,8E-4	8,075E-4	0,19	0,18118
2,21	1,31839E-17	-1,88E-4	0,2	0,19042
2,22	-9,8E-4	-0,00118	0,21	0,19964
2,23	-0,00196	-0,00217	0,22	0,20883
2,24	-0,00292	-0,00315	0,23	0,21798
2,25	-0,00386	-0,0041	0,24	0,22709
2,26	-0,00478	-0,00503	0,25	0,23617
2,27	-0,00568	-0,00593	0,26	0,24521
2,28	-0,00653	-0,00679	0,27	0,25421
2,29	-0,00735	-0,00761	0,28	0,26316
2,3	-0,00812	-0,00838	0,29	0,27207
2,31	-0,00884	-0,0091	0,3	0,28094
2,32	-0,0095	-0,00976	0,31	0,28975
2,33	-0,01011	-0,01036	0,32	0,29851
2,34	-0,01066	-0,01089	0,33	0,30722
2,35	-0,01114	-0,01134	0,34	0,31588
2,36	-0,01155	-0,01173	0,35	0,32447
2,37	-0,01189	-0,01204	0,36	0,33301
2,38	-0,01215	-0,01227	0,37	0,34149
2,39	-0,01235	-0,01243	0,38	0,3499
2,4	-0,01246	-0,01249	0,39	0,35825
2,41	-0,0125	-0,01248	0,4	0,36653
2,42	-0,01246	-0,01239	0,41	0,37474
2,43	-0,01235	-0,01221	0,42	0,38287
2,44	-0,01215	-0,01195	0,43	0,39093
2,45	-0,01189	-0,01162	0,44	0,39892
2,46	-0,01155	-0,0112	0,45	0,40682
2,47	-0,01114	-0,0107	0,46	0,41464
2,48	-0,01066	-0,01014	0,47	0,42238
2,49	-0,01011	-0,0095	0,48	0,43003
2,5	-0,0095	-0,00881	0,49	0,43759
2,51	-0,00884	-0,00804	0,5	0,44506
2,52	-0,00812	-0,00722	0,51	0,45244
2,53	-0,00735	-0,00636	0,52	0,45972
2,54	-0,00653	-0,00544	0,53	0,4669
2,55	-0,00568	-0,00449	0,54	0,47398
2,56	-0,00478	-0,0035	0,55	0,48095
2,57	-0,00386	-0,00249	0,56	0,48782
2,58	-0,00292	-0,00146	0,57	0,49458
2,59	-0,00196	-4,15E-4	0,58	0,50123
2,6	-9,8E-4	6,35E-4	0,59	0,50777
2,61	-1,31839E-17	0,00168	0,6	0,51418
2,62	9,8E-4	0,00272	0,61	0,52049
2,63	0,00196	0,00374	0,62	0,52667
2,64	0,00292	0,00474	0,63	0,53272
2,65	0,00386	0,0057	0,64	0,53865
2,66	0,00478	0,00662	0,65	0,54446
2,67	0,00568	0,00751	0,66	0,55013
2,68	0,00653	0,00833	0,67	0,55567
2,69	0,00735	0,0091	0,68	0,56108
2,7	0,00812	0,0098	0,69	0,56635
2,71	0,00884	0,01044	0,7	0,57148
2,72	0,0095	0,01099	0,71	0,57647
2,73	0,01011	0,01146	0,72	0,58132
2,74	0,01066	0,01185	0,73	0,58602
2,75	0,01114	0,01215	0,74	0,59058
2,76	0,01155	0,01236	0,75	0,59498
2,77	0,01189	0,01248	0,76	0,59924
2,78	0,01215	0,01249	0,77	0,60334
2,79	0,01235	0,01242	0,78	0,60729
2,8	0,01246	0,01224	0,79	0,61109
2,81	0,0125	0,01197	0,8	0,61472
2,82	0,01246	0,01161	0,81	0,6182
2,83	0,01235	0,01115	0,82	0,62152
2,84	0,01215	0,0106	0,83	0,62468
2,85	0,01189	0,00996	0,84	0,62768
2,86	0,01155	0,00924	0,85	0,63051
2,87	0,01114	0,00845	0,86	0,63318
2,88	0,01066	0,00758	0,87	0,63568
2,89	0,01011	0,00665	0,88	0,63802
2,9	0,0095	0,00566	0,89	0,64018
2,91	0,00884	0,00462	0,9	0,64219
2,92	0,00812	0,00355	0,91	0,64402
2,93	0,00735	0,00243	0,92	0,64569
2,94	0,00653	0,00129	0,93	0,64719
2,95	0,00568	1,435E-4	0,94	0,64851
2,96	0,00478	-0,00101	0,95	0,64967
2,97	0,00386	-0,00216	0,96	0,65067
2,98	0,00292	-0,0033	0,97	0,65149
2,99	0,00196	-0,00441	0,98	0,65214
3	9,8E-4	-0,00548	0,99	0,65263
3,01	1,30119E-17	-0,00651	1	0,65295
3,02	-0,00137	-0,00749	0,99	0,6531
3,03	-0,00273	-0,0084	0,98	0,65309
3,04	-0,00405	-0,00924	0,97	0,65291
3,05	-0,00532	-0,00999	0,96	0,65257
3,06	-0,00653	-0,01066	0,95	0,65206
3,07	-0,00766	-0,01124	0,94	0,65139
3,08	-0,0087	-0,01171	0,93	0,65057
3,09	-0,00963	-0,01208	0,92	0,64958
3,1	-0,01045	-0,01233	0,91	0,64844
3,11	-0,01114	-0,01247	0,9	0,64714
3,12	-0,01169	-0,01249	0,89	0,64569
3,13	-0,01211	-0,0124	0,88	0,64409
3,14	-0,01238	-0,01219	0,87	0,64234
3,15	-0,01249	-0,01187	0,86	0,64044
3,16	-0,01246	-0,01142	0,85	0,63839
3,17	-0,01228	-0,01087	0,84	0,63621
3,18	-0,01195	-0,01021	0,83	0,63388
3,19	-0,01147	-0,00945	0,82	0,63142
3,2	-0,01086	-0,0086	0,81	0,62882
3,21	-0,01011	-0,00766	0,8	0,6261
3,22	-0,00924	-0,00664	0,79	0,62324
3,23	-0,00827	-0,00556	0,78	0,62026
3,24	-0,00719	-0,00442	0,77	0,61716
3,25	-0,00602	-0,00323	0,76	0,61394
3,26	-0,00478	-0,002	0,75	0,61061
3,27	-0,00349	-7,575E-4	0,74	0,60716
3,28	-0,00215	5E-4	0,73	0,60361
3,29	-7,85E-4	0,00176	0,72	0,59995
3,3	5,9E-4	0,00299	0,71	0,59619
3,31	0,00196	0,0042	0,7	0,59234
3,32	0,0033	0,00537	0,69	0,5884
3,33	0,0046	0,00649	0,68	0,58436
3,34	0,00585	0,00754	0,67	0,58025
3,35	0,00703	0,00852	0,66	0,57605
3,36	0,00812	0,0094	0,65	0,57178
3,37	0,00911	0,01019	0,64	0,56744
3,38	0,01	0,01088	0,63	0,56303
3,39	0,01076	0,01145	0,62	0,55856
3,4	0,01139	0,01191	0,61	0,55403
3,41	0,01189	0,01223	0,6	0,54945
3,42	0,01224	0,01243	0,59	0,54483
3,43	0,01244	0,0125	0,58	0,54016
3,44	0,0125	0,01244	0,57	0,53545
3,45	0,0124	0,01224	0,56	0,5307
3,46	0,01215	0,01191	0,55	0,52593
3,47	0,01176	0,01145	0,54	0,52113
3,48	0,01123	0,01087	0,53	0,51631
3,49	0,01056	0,01018	0,52	0,51148
3,5	0,00975	0,00937	0,51	0,50664
3,51	0,00884	0,00846	0,5	0,5018
3,52	0,00782	0,00746	0,49	0,49695
3,53	0,0067	0,00638	0,48	0,49211
3,54	0,0055	0,00523	0,47	0,48728
3,55	0,00424	0,00402	0,46	0,48246
3,56	0,00292	0,00277	0,45	0,47766
3,57	0,00157	0,00149	0,44	0,47289
3,58	1,96375E-4	1,855E-4	0,43	0,46815
3,59	-0,00118	-0,00112	0,42	0,46344
3,6	-0,00253	-0,00241	0,41	0,45877
3,61	-0,00386	-0,00367	0,4	0,45414
3,62	-0,00515	-0,0049	0,39	0,44956
3,63	-0,00636	-0,00607	0,38	0,44503
3,64	-0,00751	-0,00717	0,37	0,44056
3,65	-0,00856	-0,0082	0,36	0,43615
3,66	-0,0095	-0,00914	0,35	0,43181
3,67	-0,01034	-0,00998	0,34	0,42754
3,68	-0,01105	-0,01071	0,33	0,42335
3,69	-0,01162	-0,01132	0,32	0,41923
3,7	-0,01206	-0,01181	0,31	0,4152
3,71	-0,01235	-0,01217	0,3	0,41125
3,72	-0,01249	-0,0124	0,29	0,4074
3,73	-0,01248	-0,0125	0,28	0,40364
3,74	-0,01232	-0,01246	0,27	0,39999
3,75	-0,012	-0,01228	0,26	0,39643
3,76	-0,01155	-0,01197	0,25	0,39299
3,77	-0,01095	-0,01153	0,24	0,38965
3,78	-0,01023	-0,01097	0,23	0,38643
3,79	-0,00938	-0,01029	0,22	0,38333
3,8	-0,00841	-0,0095	0,21	0,38035
3,81	-0,00735	-0,00861	0,2	0,3775
3,82	-0,00619	-0,00762	0,19	0,37477
3,83	-0,00496	-0,00656	0,18	0,37217
3,84	-0,00367	-0,00542	0,17	0,36971
3,85	-0,00234	-0,00423	0,16	0,36739
3,86	-9,8E-4	-0,00299	0,15	0,3652
3,87	3,925E-4	-0,00173	0,14	0,36316
3,88	0,00176	-4,4E-4	0,13	0,36126
3,89	0,00311	8,475E-4	0,12	0,35951
3,9	0,00442	0,00213	0,11	0,3579
3,91	0,00568	0,00338	0,1	0,35645
3,92	0,00686	0,0046	0,09	0,35515
3,93	0,00797	0,00576	0,08	0,35401
3,94	0,00898	0,00687	0,07	0,35302
3,95	0,00988	0,0079	0,06	0,3522
3,96	0,01066	0,00885	0,05	0,35153
3,97	0,01131	0,00971	0,04	0,35103
3,98	0,01183	0,01046	0,03	0,35068
3,99	0,0122	0,0111	0,02	0,35051
4	0,01243	0,01163	0,01	0,35049
4,01	0,0125	0,01203	0	0,35064
