2333	14.2740089775	437.3288571429	435.833
6119	14.8809519646	468.969	467.814
7566	15.1129240993	481.0617857143	479.991
10958	15.6567039757	509.4092142857	508.582
15397	16.3683310015	546.5065714286	546.074
19041	16.9525096187	576.96	576.96
19293	16.9929083596	579.066	579.066
26958	18.2217033928	643.1235	643.847

