0,011109
0,018811
0,006176
0,018270
0,013815
0,011778
0,007131
0,036666
0,002325
0,014769
0,008818
0,007258
0,002580
0,023999
0,003185
0,017857
0,031924
0,004299
0,012191
0,005922
0,022026
0,018398
-0,001462
0,016170
0,008054
0,007863
0,003185
0,036570
0,015820
0,037080
0,008436
0,017920
0,005667
0,012064
0,017666
0,007831
0,011905
0,011937
0,028964
0,010918
0,012828
0,019575
0,022726
0,007004
0,021071
0,007545
0,013624
0,030110
0,008882
0,010536
0,023617
0,042235
0,004935
0,004330
0,020371
-0,003785
0,005858
0,012064
0,009741
0,009804
0,021103
0,014006
0,006908
0,026163
0,018557
0,014706
0,011905
0,017475
0,006463
0,009136
0,000479
0,014610
0,010791
0,011300
0,018811
0,008563
0,014578
0,010314
0,013369
0,038575
0,015597
0,005890
0,007195
0,006622
0,007608
0,001975
0,017666
0,027595
0,014292
0,005922
0,008213
0,016679
0,013910
0,013114
0,016074
0,024349
0,016488
0,007418
0,005540
0,019416
0,023426
0,011237
0,006463
0,042681
0,018143
0,007545
0,010027
0,029505
0,019352
0,008977
0,002134
0,045545
0,014738
0,021166
0,013051
0,021676
0,013274
0,013592
0,012923
0,041058
0,007481
0,021485
0,025368
0,000066
0,014960
0,019798
0,008181
0,026131
0,005508
0,009295
0,006463
0,007322
0,013369
0,026577
0,006208
0,020880
0,014133
0,034533
0,007099
0,006367
0,009964
-0,000380
0,016329
0,023840
0,011491
0,002898
0,017156
0,011841
0,014356
0,001625
0,003185
0,040740
0,008977
0,016806
0,021421
0,005667
0,019130
0,015088
0,019575
0,031287
0,003057
0,007004
0,012160
0,012796
0,015406
0,016074
0,010218
0,005603
0,014610
0,018047
0,016838
0,005158
0,007545
0,003185
0,008595
0,014037
0,004299
0,010727
0,002262
0,020562
0,013146
0,024413
0,007163
0,007768
0,038162
0,003726
0,009582
0,005731
0,017634
0,039689
0,002516
0,011778
0,024031
0,014706
0,006813
0,019161
0,015374
0,018079
0,030078
0,006367
0,012382
0,018429
0,012796
0,014006
0,006017
0,005954
0,002898
0,012446
0,007831
0,019989
0,009136
0,024508
0,019384
0,028996
0,006399
-0,007318
0,007386
0,007608
0,024285
0,018716
0,000639
0,015533
0,030396
0,021007
0,031033
0,017570
0,005763
0,003216
0,012001
0,007608
0,009136
0,026863
0,019098
0,018811
0,018684
0,022981
0,013687
0,013878
0,013592
0,010091
0,021612
0,001784
0,024476
0,007545
0,004076
0,007608
0,019607
0,023904
0,009868
0,005190
0,012510
0,016106
0,017061
0,010791
0,027659
0,006972
0,006431
0,010918
0,020848
0,011714
0,008436
0,012319
0,012510
0,012001
0,016902
0,008309
0,008659
0,009868
0,029950
0,023490
0,006972
0,022949
0,006717
0,020816
0,010664
0,025686
0,007418
0,004553
0,008595
0,005253
0,029950
0,029187
0,008850
0,004330
0,021708
0,007513
0,006781
0,046596
0,024413
0,009454
0,011778
0,012605
0,008181
0,014642
0,009295
0,023553
0,017538
0,011109
0,025208
0,010377
0,005985
0,021103
0,022821
0,006495
0,004840
0,015501
0,014101
0,000766
0,013369
0,017634
0,012955
0,011714
0,026545
0,014292
0,034374
0,021357
0,021485
0,012287
0,023108
0,028614
0,013719
0,015979
0,013210
0,015501
0,022153
0,005794
