!           X_ 1            Y_ 1           X_ 2            Y_ 2           X_ 3            Y_ 3           X_ 4            Y_ 4           X_ 5            Y_ 5           X_ 6            Y_ 6           X_ 7            Y_ 7
!--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       108.61076       147.61447       108.61076       156.64381       108.61076       149.68419       108.61076       149.58730       108.61076       156.78726       108.61076       -56.63018       110.02040        32.83152
       108.62376       141.56873       108.62376       156.77353       108.62376       149.69034       108.62376       149.59320       108.62376       156.91731       108.62376       -62.80598       119.44056        32.83152
       108.63676       160.12337       108.63676       156.90656       108.63676       149.69650       108.63676       149.59911       108.63676       157.05064       108.63676       -44.38467       129.83963        32.83152
       108.64977       156.40036       108.64977       157.04298       108.64977       149.70267       108.64977       149.60501       108.64977       157.18739       108.64977       -48.24442 000000000000000 000000000000000
       108.66277       159.68094       108.66277       157.18295       108.66277       149.70883       108.66277       149.61092       108.66277       157.32770       108.66277       -45.10415 000000000000000 000000000000000
       108.67577       148.79189       108.67577       157.32660       108.67577       149.71498       108.67577       149.61681       108.67577       157.47165       108.67577       -56.13715 000000000000000 000000000000000
       108.68877       135.52325       108.68877       157.47404       108.68877       149.72115       108.68877       149.62271       108.68877       157.61942       108.68877       -69.55355 000000000000000 000000000000000
       108.70177       154.41844       108.70177       157.62543       108.70177       149.72731       108.70177       149.62862       108.70177       157.77113       108.70177       -50.81008 000000000000000 000000000000000
       108.71477       144.10268       108.71477       157.78090       108.71477       149.73349       108.71477       149.63452       108.71477       157.92693       108.71477       -61.28164 000000000000000 000000000000000
       108.72777       147.25916       108.72777       157.94063       108.72777       149.73965       108.72777       149.64043       108.72777       158.08698       108.72777       -58.28521 000000000000000 000000000000000
       108.74077       139.91658       108.74077       158.10475       108.74077       149.74582       108.74077       149.64633       108.74077       158.25145       108.74077       -65.79226 000000000000000 000000000000000
       108.75376       136.59929       108.75376       158.27338       108.75376       149.75198       108.75376       149.65222       108.75376       158.42039       108.75376       -69.27850 000000000000000 000000000000000
       108.76676       149.52223       108.76676       158.44685       108.76676       149.75815       108.76676       149.65813       108.76676       158.59419       108.76676       -56.52935 000000000000000 000000000000000
       108.77976       149.49713       108.77976       158.62527       108.77976       149.76433       108.77976       149.66403       108.77976       158.77295       108.77976       -56.73321 000000000000000 000000000000000
       108.79276       148.13074       108.79276       158.80884       108.79276       149.77049       108.79276       149.66994       108.79276       158.95686       108.79276       -58.28352 000000000000000 000000000000000
       108.80576       153.38455       108.80576       158.99776       108.80576       149.77667       108.80576       149.67584       108.80576       159.14612       108.80576       -53.21896 000000000000000 000000000000000
