!           X_ 1            Y_ 1           X_ 2            Y_ 2           X_ 3            Y_ 3           X_ 4            Y_ 4           X_ 5            Y_ 5           X_ 6            Y_ 6
!------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        63.11076       177.23450        63.11076       170.85715        63.11076       169.53984        63.11076       170.98045        63.11076      -450.26694        66.21327      -168.36250
        63.12376       150.78876        63.12376       170.84375        63.12376       169.51479        63.12376       170.96733        63.12376      -476.69955        75.26800      -168.36250
        63.13676       190.52397        63.13676       170.83052        63.13676       169.48973        63.13676       170.95436        63.13676      -436.95135 000000000000000 000000000000000
        63.14977       144.70195        63.14977       170.81743        63.14977       169.46468        63.14977       170.94153        63.14977      -482.76056 000000000000000 000000000000000
        63.16277       154.02055        63.16277       170.80449        63.16277       169.43962        63.16277       170.92886        63.16277      -473.42929 000000000000000 000000000000000
        63.17577       168.46559        63.17577       170.79172        63.17577       169.41457        63.17577       170.91635        63.17577      -458.97174 000000000000000 000000000000000
        63.18877       175.47182        63.18877       170.77910        63.18877       169.38951        63.18877       170.90401        63.18877      -451.95316 000000000000000 000000000000000
        63.20177       165.19228        63.20177       170.76665        63.20177       169.36446        63.20177       170.89182        63.20177      -462.22052 000000000000000 000000000000000
        63.21476       169.46349        63.21476       170.75436        63.21476       169.33942        63.21476       170.87981        63.21476      -457.93729 000000000000000 000000000000000
        63.22776       151.29529        63.22776       170.74223        63.22776       169.31436        63.22776       170.86795        63.22776      -476.09363 000000000000000 000000000000000
        63.24076       166.82329        63.24076       170.73029        63.24076       169.28931        63.24076       170.85626        63.24076      -460.55396 000000000000000 000000000000000
        63.25377       146.03166        63.25377       170.71851        63.25377       169.26427        63.25377       170.84476        63.25377      -481.33408 000000000000000 000000000000000
        63.26677       147.93533        63.26677       170.70689        63.26677       169.23921        63.26677       170.83342        63.26677      -479.41907 000000000000000 000000000000000
        63.27977       147.02264        63.27977       170.69548        63.27977       169.21416        63.27977       170.82228        63.27977      -480.32062 000000000000000 000000000000000
        63.29277       163.46581        63.29277       170.68423        63.29277       169.18912        63.29277       170.81131        63.29277      -463.86649 000000000000000 000000000000000
        63.30576       158.24959        63.30576       170.67319        63.30576       169.16408        63.30576       170.80054        63.30576      -469.07193 000000000000000 000000000000000
        63.31876       182.66693        63.31876       170.66232        63.31876       169.13904        63.31876       170.78995        63.31876      -444.64398 000000000000000 000000000000000
        63.33176       160.53210        63.33176       170.65164        63.33176       169.11400        63.33176       170.77954        63.33176      -466.76840 000000000000000 000000000000000
        63.34476       168.28969        63.34476       170.64116        63.34476       169.08894        63.34476       170.76935        63.34476      -459.00064 000000000000000 000000000000000
        63.35777       160.73077        63.35777       170.63089        63.35777       169.06390        63.35777       170.75934        63.35777      -466.54953 000000000000000 000000000000000
        63.37077       179.99968        63.37077       170.62082        63.37077       169.03886        63.37077       170.74954        63.37077      -447.27084 000000000000000 000000000000000
        63.38377       138.84412        63.38377       170.61095        63.38377       169.01382        63.38377       170.73996        63.38377      -488.41681 000000000000000 000000000000000
