!           X_ 1            Y_ 1           X_ 2            Y_ 2           X_ 3            Y_ 3           X_ 4            Y_ 4
!--------------------------------------------------------------------------------------------------------------------------------
        30.75377       904.28601        30.75377       979.66888        30.75377    -15934.02340        31.68683     -7569.00146
        30.76677       889.73828        30.76677       980.83716        30.76677    -15949.73930 000000000000000 000000000000000
        30.77977       871.67230        30.77977       982.10144        30.77977    -15969.06930 000000000000000 000000000000000
        30.79276       880.39734        30.79276       983.46686        30.79276    -15961.71000 000000000000000 000000000000000
        30.80577       865.65771        30.80577       984.93982        30.80577    -15977.92190 000000000000000 000000000000000
        30.81877       872.83466        30.81877       986.52631        30.81877    -15972.33200 000000000000000 000000000000000
        30.83176       832.32452        30.83176       988.23291        30.83176    -16014.54880 000000000000000 000000000000000
        30.84476       867.70587        30.84476       990.06726        30.84476    -15981.00200 000000000000000 000000000000000
        30.85777       915.72595        30.85777       992.03711        30.85777    -15934.95120 000000000000000 000000000000000
        30.87077       916.14996        30.87077       994.15082        30.87077    -15936.64060 000000000000000 000000000000000
        30.88376       912.00659        30.88376       996.41718        30.88376    -15943.05080 000000000000000 000000000000000
        30.89676       900.19202        30.89676       998.84662        30.89676    -15957.29490 000000000000000 000000000000000
        30.90977       912.81805        30.90977      1001.44946        30.90977    -15947.27150 000000000000000 000000000000000
        30.92277       875.09674        30.92277      1004.23730        30.92277    -15987.78130 000000000000000 000000000000000
        30.93576       893.58527        30.93576      1007.22217        30.93576    -15972.27730 000000000000000 000000000000000
        30.94876       873.37701        30.94876      1010.41852        30.94876    -15995.68160 000000000000000 000000000000000
        30.96177       853.29694        30.96177      1013.84058        30.96177    -16019.18360 000000000000000 000000000000000
        30.97477       888.95789        30.97477      1017.50452        30.97477    -15987.18650 000000000000000 000000000000000
        30.98776       893.36731        30.98776      1021.42725        30.98776    -15986.70020 000000000000000 000000000000000
        31.00076       917.25177        31.00076      1025.62903        31.00076    -15967.01760 000000000000000 000000000000000
        31.01377       904.08533        31.01377      1030.13025        31.01377    -15984.68550 000000000000000 000000000000000
        31.02677       895.11456        31.02677      1034.95398        31.02677    -15998.47950 000000000000000 000000000000000
        31.03976       898.73334        31.03976      1040.12439        31.03976    -16000.03130 000000000000000 000000000000000
        31.05276       905.37439        31.05276      1045.67078        31.05276    -15998.93650 000000000000000 000000000000000
        31.06577       883.57043        31.06577      1051.62292        31.06577    -16026.69240 000000000000000 000000000000000
        31.07877       881.02820        31.07877      1058.01453        31.07877    -16035.62700 000000000000000 000000000000000
        31.09176       929.78149        31.09176      1064.88184        31.09176    -15993.74020 000000000000000 000000000000000
        31.10476       930.19019        31.10476      1072.26794        31.10476    -16000.71780 000000000000000 000000000000000
        31.11777       936.48608        31.11777      1080.21777        31.11777    -16002.37210 000000000000000 000000000000000
        31.13077       938.08185        31.13077      1088.78235        31.13077    -16009.34080 000000000000000 000000000000000
        31.14376       919.56464        31.14376      1098.01721        31.14376    -16037.09280 000000000000000 000000000000000
        31.15676       952.80536        31.15676      1107.98865        31.15676    -16013.82320 000000000000000 000000000000000
        31.16977       933.83234        31.16977      1118.76660        31.16977    -16043.57420 000000000000000 000000000000000
        31.18277       927.33942        31.18277      1130.43140        31.18277    -16061.73240 000000000000000 000000000000000
        31.19576       982.54205        31.19576      1143.07141        31.19576    -16019.16990 000000000000000 000000000000000
